Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
24055,6530827,772317184,38871040,898326528,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24056,8553932,772317184,38871040,898326528,785142,0,35917,0,0,0,0,0,0,4068,1728.0,3348.0,0.0,76.0,0.0,1.0
24057,3933046,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24058,1446884,772317184,38883328,898338816,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24059,3897890,772317184,38883328,898338816,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24060,1686973,772317184,38883328,898338816,764835,0,36789,0,0,0,0,0,0,3246,1728.0,3348.0,0.0,76.0,0.0,1.0
24061,3699067,772317184,38883328,898338816,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24062,1350062,772317184,38883328,898338816,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24063,3608177,772317184,38883328,898338816,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24064,1639214,772317184,38871040,898326528,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24065,3587658,772317184,38871040,898326528,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24066,2438373,772317184,38871040,898326528,752461,0,36098,0,0,0,0,0,0,3957,1728.0,3348.0,0.0,76.0,0.0,1.0
24067,3663250,772317184,38871040,898326528,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24068,1306751,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24069,3624407,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24070,1601854,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24071,3579192,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24072,2329338,772317184,38875136,898330624,771788,0,37430,0,0,0,0,0,0,3437,1728.0,3348.0,0.0,76.0,0.0,1.0
24073,3684720,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24074,1750443,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24075,3606304,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24076,1635607,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24077,3581286,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24078,2443372,772317184,38875136,898330624,764012,0,36118,0,0,0,0,0,0,3827,1728.0,3348.0,0.0,76.0,0.0,1.0
24079,3676926,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24080,1315057,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24081,3617144,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24082,1646708,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24083,3581807,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24084,2322996,772317184,38875136,898330624,755206,0,35947,0,0,0,0,0,0,3747,1728.0,3348.0,0.0,76.0,0.0,1.0
24085,3692284,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24086,1238813,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24087,3608547,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24088,1482039,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24089,3596715,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24090,2384742,772317184,38875136,898330624,773671,0,36248,0,0,0,0,0,0,3477,1728.0,3348.0,0.0,76.0,0.0,1.0
24091,3800667,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24092,1493361,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24093,3659753,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24094,1602225,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24095,3567640,772317184,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24096,2400562,772317184,38875136,898330624,771637,0,34915,0,0,0,0,0,0,4057,1728.0,3348.0,0.0,76.0,0.0,1.0
24097,3670894,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24098,1525601,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24099,3625559,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24100,1539117,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24101,3585184,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24102,242615878,776572928,41230336,900685824,240782930,0,35777,0,239885126,36528,150,235695058,4079260,9468,1728.0,3348.0,0.0,76.0,0.0,1.0
24103,4485192,776572928,41230336,900685824,2656572,0,71615,0,0,0,0,0,0,6922,1728.0,3348.0,0.0,76.0,0.0,1.0
24104,3787332,776572928,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24105,2749105,776572928,41230336,900685824,659246,0,28543,0,0,0,0,0,0,2444,1728.0,3348.0,0.0,76.0,0.0,1.0
24106,3750914,776572928,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24107,1704517,776572928,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24108,3665805,776572928,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24109,1840903,775843840,40300544,899756032,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24110,3543385,775843840,40300544,899756032,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24111,2837612,774443008,38899712,898355200,829817,0,36118,0,0,0,0,0,0,3587,1728.0,3348.0,0.0,76.0,0.0,1.0
24112,3701351,774443008,38899712,898355200,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24113,1728672,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24114,3637462,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24115,1465037,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24116,3574965,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24117,2391155,774418432,38875136,898330624,789120,0,35626,0,0,0,0,0,0,3817,1728.0,3348.0,0.0,76.0,0.0,1.0
24118,3690151,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24119,1686763,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24120,3623786,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24121,1465568,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24122,3588230,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24123,2344176,774418432,38875136,898330624,789360,0,43031,0,0,0,0,0,0,3647,1728.0,3348.0,0.0,76.0,0.0,1.0
24124,3660685,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24125,1624957,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24126,3641228,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24127,1543535,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24128,3579012,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24129,2386926,774418432,38875136,898330624,761178,0,36529,0,0,0,0,0,0,3346,1728.0,3348.0,0.0,76.0,0.0,1.0
24130,3718133,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24131,1637271,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24132,3654373,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24133,1507387,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24134,3650957,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24135,2347022,774418432,38875136,898330624,763041,0,36117,0,0,0,0,0,0,3938,1728.0,3348.0,0.0,76.0,0.0,1.0
24136,3634336,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24137,1600892,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24138,3614459,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24139,1496236,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24140,3591425,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24141,2399480,774418432,38875136,898330624,767960,0,36107,0,0,0,0,0,0,3667,1728.0,3348.0,0.0,76.0,0.0,1.0
24142,3659493,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24143,1605922,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24144,3611993,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24145,1537433,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24146,3583250,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24147,2225504,774418432,38875136,898330624,776617,0,36568,0,0,0,0,0,0,3297,1728.0,3348.0,0.0,76.0,0.0,1.0
24148,3670493,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24149,1252168,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24150,3602907,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24151,1743700,774414336,38871040,898326528,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24152,3591686,774414336,38871040,898326528,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24153,2432662,774414336,38871040,898326528,749435,0,34785,0,0,0,0,0,0,3636,1728.0,3348.0,0.0,76.0,0.0,1.0
24154,3652901,774414336,38871040,898326528,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24155,1729333,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24156,3620971,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24157,1653481,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24158,3583570,774414336,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24159,238390252,776572928,41230336,900685824,236549090,0,34955,0,235699476,37581,140,231497727,4085372,8686,1728.0,3348.0,0.0,76.0,0.0,1.0
24160,13824887,776572928,41230336,900685824,11922490,0,79640,0,0,0,0,0,0,6571,1728.0,3348.0,0.0,76.0,0.0,1.0
24161,4485783,776572928,41230336,900685824,614533,0,14647,0,0,0,0,0,0,1573,1728.0,3348.0,0.0,76.0,0.0,1.0
24162,1743540,776572928,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24163,3689649,776572928,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24164,1730856,776572928,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24165,3653923,776572928,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24166,2742433,775843840,40300544,899756032,822162,0,36118,0,0,0,0,0,0,3988,1728.0,3348.0,0.0,76.0,0.0,1.0
24167,3666065,775843840,40300544,899756032,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24168,2127369,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24169,3625900,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24170,1506796,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24171,4573417,774418432,38875136,898330624,3775671,0,35937,0,0,0,0,0,0,4087,1728.0,3348.0,0.0,76.0,0.0,1.0
24172,1868233,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24173,3654103,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24174,1505093,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24175,3590804,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24176,1660695,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24177,4557878,774418432,38879232,898334720,3884585,0,35647,0,0,0,0,0,0,3617,1728.0,3348.0,0.0,76.0,0.0,1.0
24178,1890065,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24179,3670784,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24180,1497188,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24181,3578782,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24182,1528186,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24183,4560202,774418432,38879232,898334720,3733662,0,38051,0,0,0,0,0,0,3958,1728.0,3348.0,0.0,76.0,0.0,1.0
24184,1641589,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24185,3641900,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24186,1203166,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24187,3803343,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24188,866845,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24189,3570236,774418432,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24190,2314922,774418432,38875136,898330624,780544,0,35917,0,0,0,0,0,0,3436,1728.0,3348.0,0.0,76.0,0.0,1.0
24191,3686754,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24192,1638583,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24193,3599751,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24194,1294538,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24195,3577269,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24196,2347682,774418432,38875136,898330624,754966,0,35005,0,0,0,0,0,0,4248,1728.0,3348.0,0.0,76.0,0.0,1.0
24197,3653772,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24198,1600371,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24199,3630398,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24200,1537964,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24201,3582559,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24202,2242055,774418432,38875136,898330624,759093,0,36158,0,0,0,0,0,0,3427,1728.0,3348.0,0.0,76.0,0.0,1.0
24203,3705038,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24204,1608406,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24205,3617444,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24206,1388373,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24207,3601103,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24208,2167565,774418432,38875136,898330624,755367,0,34224,0,0,0,0,0,0,3476,1728.0,3348.0,0.0,76.0,0.0,1.0
24209,3690000,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24210,1626681,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24211,3631350,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24212,1469726,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24213,3579152,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24214,2091633,774418432,38875136,898330624,730800,0,34615,0,0,0,0,0,0,3687,1728.0,3348.0,0.0,76.0,0.0,1.0
24215,3656798,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24216,1597286,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24217,3598299,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24218,1563312,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24219,3588079,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24220,2332695,774418432,38875136,898330624,748594,0,34855,0,0,0,0,0,0,3747,1728.0,3348.0,0.0,76.0,0.0,1.0
24221,3661547,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24222,1568783,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24223,3619137,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24224,1363848,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24225,3583911,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24226,2340470,774418432,38875136,898330624,790522,0,36388,0,0,0,0,0,0,3446,1728.0,3348.0,0.0,76.0,0.0,1.0
24227,3664562,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24228,1574653,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24229,3607245,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24230,1547051,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24231,3583009,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24232,245125935,776577024,41230336,900685824,243441747,0,35707,0,242600790,35257,140,238429366,4056317,8646,1728.0,3348.0,0.0,76.0,0.0,1.0
24233,4286629,776577024,41230336,900685824,2377559,0,73999,0,0,0,0,0,0,6994,1728.0,3348.0,0.0,76.0,0.0,1.0
24234,4269947,776577024,41230336,900685824,437341,0,15900,0,0,0,0,0,0,1502,1728.0,3348.0,0.0,76.0,0.0,1.0
24235,2041910,776577024,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24236,3672858,776577024,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24237,1502808,776577024,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24238,3664512,776577024,41230336,900685824,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24239,2074601,775843840,40300544,899756032,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24240,4482787,775843840,40300544,899756032,3781883,0,35216,0,0,0,0,0,0,3998,1728.0,3348.0,0.0,76.0,0.0,1.0
24241,2272121,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24242,3633083,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24243,1472281,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24244,3585143,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24245,1428719,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24246,4578897,774422528,38879232,898334720,3886268,0,34915,0,0,0,0,0,0,3737,1728.0,3348.0,0.0,76.0,0.0,1.0
24247,1944727,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24248,3670874,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24249,1759620,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24250,3649154,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24251,2471695,774422528,38879232,898334720,760847,0,34685,0,0,0,0,0,0,4038,1728.0,3348.0,0.0,76.0,0.0,1.0
24252,3695721,774422528,38879232,898334720,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24253,2007144,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24254,3554396,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24255,1567700,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24256,3584041,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24257,2325662,774418432,38875136,898330624,767840,0,35046,0,0,0,0,0,0,3807,1728.0,3348.0,0.0,76.0,0.0,1.0
24258,3649975,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24259,1727330,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24260,3619308,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24261,1489894,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24262,3608538,774418432,38875136,898330624,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
24263,2408858,774418432,38875136,898330624,746750,0,34495,0,0,0,0,0,0,3877,1728.0,3348.0,0.0,76.0,0.0,1.0
