filename,Main Thread,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,PropInputBlocks,PropActiveLogicBlocks,FPS,terrain_type,Chunks,players,active_logic,Main Thread_other,ServerFixedUpdate_other,TerrainLogicSystem_other,CPU
pareto-activeLogic_3-Layer_6x_6z_120p_120s.csv,5011328.686067551,1029836.934430467,0.0,299070.29109943134,0.0,165138.1201102878,94.55242977770119,29303.396002067897,124701.61782698604,10887.428399103912,1423.4800103394796,120383.62381526796,4316.361795622954,199.54787694931895,3-Layer,108,120,True,3981491.7516370844,564205.0432104084,151.12545235222206,935.1266666666668
pareto-activeLogic_3-Layer_6x_6z_160p_120s.csv,5606045.316764226,1405052.1009500048,0.0,445767.38638326456,0.0,163404.15972555417,113.36551194703003,13823.43517896555,136015.20458689186,13271.422896075233,1453.488292870166,130783.17474330678,5230.048363880625,178.37886486747018,3-Layer,108,160,True,4200993.215814222,794427.0665483159,180.73155167448567,1210.0674999999999
pareto-activeLogic_3-Layer_6x_6z_200p_120s.csv,8148764.531325817,3086271.7478949623,0.0,762793.1562722991,0.0,727669.8820465249,345.11324389895816,144729.04916512058,541891.4426287998,40140.49286427858,1979.8357356928786,524140.9045240474,17743.51998001998,122.71798947628915,3-Layer,108,200,True,5062492.783430855,1593828.8738404454,563.7841444269288,1475.6533333333334
pareto-activeLogic_3-Layer_6x_6z_40p_120s.csv,3719439.253583944,353851.2701497292,39.73972602739726,59762.01952851227,0.0,42853.29069767442,46.80841032175852,3231.6900923861103,35099.94179675056,4406.899362854412,1026.516565785282,33639.180662631414,1459.9906021025804,268.8577314541242,3-Layer,108,40,True,3365587.9834342147,250169.70363172985,67.95103536158422,465.3433333333333
pareto-activeLogic_3-Layer_6x_6z_80p_120s.csv,4555365.654428655,691436.6615534358,15.194549347868406,172757.04286548568,0.0,87018.46007397314,74.7613393030952,11571.32999805334,68389.02616313023,6875.282032314581,1356.6853027058594,65663.581000584,2723.7808448510805,219.52134600387473,3-Layer,108,80,True,3863928.9928752193,430289.2787619233,108.06054117188614,687.2758333333334
pareto-activeLogic_4-Layer_6x_6z_120p_120s.csv,5029699.298544002,1091133.5843748657,0.0,286571.3830691921,0.0,242833.63986599664,113.97414422540051,34669.29437787227,191093.01563372416,16773.17291586136,1341.90946183911,184498.56517630888,6591.691620495641,198.819042778458,4-Layer,144,120,True,3938565.7141691362,560386.6519778379,184.18279431344126,920.3708333333333
pareto-activeLogic_4-Layer_6x_6z_160p_120s.csv,5826730.774643616,1613336.9426751593,0.0,457064.5696087352,0.0,336768.39910019207,151.19340814882216,60711.943837832376,251456.73769083005,24200.56425032858,1493.5876048933374,242119.68157921341,9334.028409665352,171.62282567640403,4-Layer,144,160,True,4213393.8319684565,818010.3863613387,247.95991305221105,1191.9791666666667
pareto-activeLogic_4-Layer_6x_6z_200p_120s.csv,7610274.391049688,2793142.899638039,0.0,707901.9468246134,0.0,648776.1058242843,282.0923988153998,110254.01803224745,492893.1149062191,44866.79170779862,1856.9201052977953,474947.9818361303,17937.585324119776,131.40130678810777,4-Layer,144,200,True,4817131.491411649,1434607.9268838435,480.08877920371015,1459.9725
pareto-activeLogic_4-Layer_6x_6z_40p_120s.csv,3633008.5895889048,351256.5854530754,0.0,56195.13778841968,0.0,52973.25048199515,40.282573543130795,3363.7003234031968,44790.7105852354,4709.899185272716,1021.1431059145469,42941.79106287705,1847.6348031594005,275.25395972519726,4-Layer,144,40,True,3281752.0041358294,241067.05407674605,68.65781454070384,456.08416666666665
pareto-activeLogic_4-Layer_6x_6z_80p_120s.csv,4587415.90097924,736378.7451233843,0.0,175758.43560517038,0.0,130965.09424206815,87.92988640814728,14653.973286329809,105111.86866431648,10986.8321582452,1401.2469251860557,100869.23705444575,4240.456639247944,217.9876474218389,4-Layer,144,80,True,3851037.155855856,428253.96835095965,124.49024676851695,685.5875
pareto-activeLogic_5-Layer_10x_6z_120p_120s.csv,9788753.965394704,4896611.145105339,69.42710889246129,543019.0845249175,0.0,2980425.680683645,974.6789914544378,412040.2315762755,2322177.7167273033,243855.046873678,2095.6453168626786,2223318.944919198,98835.97724003723,102.15804825978971,5-Layer,300,120,True,4892142.820289365,1371001.307471021,1378.0065149338916,893.8258333333334
pareto-activeLogic_5-Layer_10x_6z_40p_120s.csv,4000333.3470912892,529064.7508484453,0.0,68175.90497411814,0.0,200300.45418394983,112.77947276404649,13636.694388262315,169265.93257001817,17156.08998663056,943.541085324466,161593.41294436256,7670.120393541531,249.97916754290418,5-Layer,300,40,True,3471268.596242844,259644.8506050529,128.95776627471787,496.6041666666667
pareto-activeLogic_5-Layer_10x_6z_80p_120s.csv,5770358.851893753,1570004.6246433842,36.62793900639449,246065.6139695032,0.0,779380.9271028037,327.7758976881456,37461.06291195278,672201.7558288244,69000.61805213969,1554.349040826365,641377.3044269553,30818.016035415643,173.29944734231105,5-Layer,300,80,True,4200354.227250368,542967.1065912446,389.71441219875123,745.6299999999999
pareto-activeLogic_5-Layer_6x_6z_120p_120s.csv,5152954.960363445,1195413.6525327011,0.0,304973.3853480818,0.0,316662.1167588447,135.22346589412695,32754.734966201388,254935.2300500395,28615.148318848213,1428.4493459748924,245434.63304363095,9496.440084277061,194.0634078294891,5-Layer,180,120,True,3957541.3078307435,572349.7010797997,221.77995786146494,913.6208333333333
pareto-activeLogic_5-Layer_6x_6z_160p_120s.csv,6569196.776490257,2093597.7093277988,0.0,515118.3992274876,0.0,609165.4610284792,268.0631269456935,71845.42476651678,486293.72662285256,50346.13686152427,1668.1004266113225,464752.95059379685,21535.270840539604,152.22561205333125,5-Layer,180,160,True,4475599.067162458,967645.7486452207,412.1096506398171,1165.0341666666668
pareto-activeLogic_5-Layer_6x_6z_200p_120s.csv,8298702.391282348,3285143.682521324,0.0,818799.5352754084,0.0,800455.8648980772,334.4442677461327,93895.16777504698,640149.9110886223,65505.052840826946,2148.0112042793116,614498.3840537806,25642.901474627728,120.50076660785953,5-Layer,180,200,True,5013558.708761023,1663740.2711435591,571.2889258349314,1444.7958333333333
pareto-activeLogic_5-Layer_6x_6z_40p_120s.csv,3625800.847925408,373297.87045843044,0.0,57735.06275058275,0.0,75807.83167055168,51.13212121212121,4259.5385547785545,62979.98091686091,8441.17118881119,1000.8817094017094,60088.2602020202,2890.540979020979,275.8011379947067,5-Layer,180,40,True,3252502.977466977,238754.0943278943,76.0088888889004,455.0025000000001
pareto-activeLogic_5-Layer_6x_6z_80p_120s.csv,4474579.981675593,727077.619510329,0.0,166274.8694338179,0.0,148649.80256312166,81.98385615914307,10767.251644988522,120971.58343534812,16590.1226855394,1359.5361897475134,115687.51836266258,5282.366794185157,223.48466316284967,5-Layer,180,80,True,3747502.3621652643,410793.4113236419,238.8609410864883,676.8358333333333
pareto-activeLogic_5-Layer_7x_6z_120p_120s.csv,6820938.215814612,2439922.787015744,39.099828999351374,441357.3116929064,0.0,996623.6800518899,442.9558346600625,130188.54195412465,790357.7259272363,75025.3559172121,1721.7512825048648,755604.0615602335,34743.70788371956,146.6073974517847,5-Layer,210,120,True,4381015.428798867,1000180.9441594435,609.1004186568316,983.4341666666667
pareto-activeLogic_5-Layer_7x_6z_160p_120s.csv,9431645.424463345,4563182.199675982,102.33770757391656,780255.2368570272,0.0,1856846.8867557715,737.2346699068448,415572.1275010126,1301287.068124747,138187.91462130417,2155.0220332118265,1240138.6950992304,61133.1467800729,106.02603840537182,5-Layer,210,160,True,4868463.224787363,1923822.7163223978,1062.5418388010003,1182.8366666666668
pareto-activeLogic_5-Layer_7x_6z_200p_120s.csv,88147280.30710466,73172261.95569137,2375.7379679144383,4826225.644766998,0.0,26158899.87394958,13007.46294881589,870079.0756302521,22815621.884644765,2441198.731092437,9123.054239877769,21856720.97555386,958579.3437738732,11.344649506099397,5-Layer,210,200,True,14975018.351413295,42175637.644767,18992.719633307308,881.2158333333333
pareto-activeLogic_5-Layer_7x_6z_40p_120s.csv,3934808.556360085,467342.5131175698,0.0,73833.6468527936,0.0,130276.62465901054,85.85087394335365,7224.35661603745,111625.68376385007,11226.24463678308,1039.3925841107332,105903.08170275822,5720.749806351665,254.14197048637484,5-Layer,210,40,True,3467466.043242515,262192.8490216549,114.48876839657896,467.23416666666657
pareto-activeLogic_5-Layer_7x_6z_80p_120s.csv,5337097.23609519,1145585.6287771105,22.919757898115456,230307.60319134302,0.0,386240.3898849099,230.2143151909762,33717.5603191343,320557.3054702187,31461.678710624055,1476.0796460176991,304441.5207483149,16111.468843138155,187.3677686134187,5-Layer,210,80,True,4191511.6073180796,527538.6362969417,273.6310697418521,742.3475000000001
pareto-activeLogic_5-Layer_8x_6z_120p_120s.csv,6773505.109610756,2339963.7034579935,33.92320789056537,431211.8085481125,0.0,1016787.0404508895,442.1565196970586,125966.48940292373,804654.6655903247,85115.23759760465,1685.208242822756,769469.7662772265,35173.34562320202,147.63405117700808,5-Layer,240,120,True,4433541.4061527625,890245.7230082781,608.4913403394166,963.0533333333333
pareto-activeLogic_5-Layer_8x_6z_160p_120s.csv,10114015.176136363,4776822.708741259,0.0,785633.8266608391,0.0,2194518.627097902,812.3266608391608,371085.3934440559,1643513.4731643356,177878.8256993007,2262.7125,1571699.6782342657,71793.05454545455,98.87270115625911,5-Layer,240,160,True,5337192.4673951045,1794407.5424825181,1228.608129370492,1130.8375
pareto-activeLogic_5-Layer_8x_6z_200p_120s.csv,150266092.01643836,124910320.49863014,8205.869863013699,5600219.075342466,0.0,43939885.320547946,20416.409589041097,1057535.6,38726181.39452055,4108274.3465753426,10687.871232876712,37101828.78630137,1623896.179452055,6.654861296922562,5-Layer,240,200,True,25355771.51780823,75351322.36164384,27477.569863013923,736.0616666666667
pareto-activeLogic_5-Layer_8x_6z_40p_120s.csv,3808126.5937652853,436531.77503505396,21.415593308768383,65063.66814491147,0.0,119816.64310170541,85.79404571689439,6015.942478886099,102690.72178563276,10918.35220269345,915.5249942935403,97721.03808654254,4967.744872338344,262.59631222271156,5-Layer,240,40,True,3371594.8187302314,250714.52320083475,105.83258877620392,483.5833333333333
pareto-activeLogic_5-Layer_8x_6z_80p_120s.csv,4759284.13298112,1171940.58651759,30.98369988123029,187215.33607732318,0.0,320609.4680755212,176.18175861080394,16528.25785313511,275487.85100544704,28201.63197772044,1207.1451447761806,263448.27976409876,12036.293975508866,210.1156333722862,5-Layer,240,80,True,3587343.5464635296,662877.6535200883,215.54548060777597,728.9783333333332
pareto-activeLogic_5-Layer_9x_6z_120p_120s.csv,6452055.354518918,2152271.275596189,0.0,404980.71663821116,0.0,933858.9882689872,373.7036404692405,76649.08729415652,772646.2369334141,83682.7136090764,1657.5267940739109,738679.6026876686,33958.48477171339,154.98937083663048,5-Layer,270,120,True,4299784.07892273,811774.0438949165,507.24679187091533,960.4433333333333
pareto-activeLogic_5-Layer_9x_6z_160p_120s.csv,47874884.39337298,38864834.8606627,221.84791843670348,2830961.7735768906,0.0,20741412.720475785,7684.906542056075,928212.8598130841,17942859.961342394,1851665.7659303313,7077.914188615123,17195455.644010194,747192.1792693288,20.88777889849952,5-Layer,270,160,True,9010049.532710284,15285160.604502968,10989.226847916842,960.7350000000001
pareto-activeLogic_5-Layer_9x_6z_40p_120s.csv,4037695.6379960557,544121.4799155797,0.0,74044.59156488946,0.0,199066.5923952531,107.0650105525378,17798.421686330137,163456.05034079507,17571.169567172958,1048.936511780784,156541.7337646611,6911.9692765456875,247.66601786169028,5-Layer,270,40,True,3493574.158080476,269961.35944365634,133.88579040238983,491.81083333333333
pareto-activeLogic_5-Layer_9x_6z_80p_120s.csv,5513642.858372936,1417110.0471933375,0.0,237007.2259916247,0.0,651679.4686867737,302.1801628005458,61442.552251446854,532486.9333741119,57114.95468874982,1463.8648190843646,509717.22001599777,22764.504117065826,181.36829419072998,5-Layer,270,80,True,4096532.811179599,526959.4876958547,332.8482096645748,737.0608333333333
pareto-activeLogic_Empty_6x_6z_120p_120s.csv,5033284.275573306,929776.7620888087,0.0,307666.28858541616,0.0,9651.771708322598,79.68697930086748,10.2302241690286,7139.936700163188,22.202653955166195,1428.7988490938762,7110.993128918663,28.072661685132697,198.67743311321254,Empty,0,120,True,4103507.513484497,611029.902945976,2399.715150734348,919.6833333333333
pareto-activeLogic_Empty_6x_6z_160p_120s.csv,5406742.4907347355,1216617.9038265543,0.0,430578.2838413787,0.0,4606.0593440192715,95.63430000926526,10.064254609469101,3684.753821921616,13.991336977670713,1392.1880385435004,3674.4602520151952,9.292550727323265,184.95424957146562,Empty,0,160,True,4190124.586908181,780041.3726026128,801.6156305012505,1236.125
pareto-activeLogic_Empty_6x_6z_200p_120s.csv,7872740.889460154,2542124.1772425924,22.802191854958732,768139.2010553376,0.0,32499.44330943039,255.70112298741714,27.622784467595725,20627.13313489379,662.8602354214586,1976.0760384251116,19961.536801515358,662.6756866459207,127.0205655236002,Empty,0,200,True,5330616.712217562,1739486.6546475445,10926.126031660126,1672.7375
pareto-activeLogic_Empty_6x_6z_40p_120s.csv,3541674.4148244867,297998.058878902,0.0,54929.220150613386,0.0,829.820873314709,34.89174662941819,4.090853880723916,729.6890866026964,6.213166524960525,972.230049799587,727.0878173205393,2.2464775901858376,282.3523234700151,Empty,0,40,True,3243676.355945585,241266.7878051743,54.93601967690995,461.4816666666667
pareto-activeLogic_Empty_6x_6z_80p_120s.csv,4173202.883867746,550157.5833006385,0.0,146030.6929414702,0.0,1328.8357884224417,52.183757178014766,6.14156293469344,876.8039733209687,9.379783857046046,1205.0101294717695,872.7672718193816,3.601597888504476,239.6241035550121,Empty,0,80,True,3623045.3005671077,401593.0444412741,384.32671113171875,658.2475
